Annee;Diplôme;Numéro de l'établissement;Établissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC
2014;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;28;70;11;ns;ns;ns;ns;ns;ns;25.00;9;1830;ns;ns;ns;1490;2180;Orléans_18;disc16_18
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;217;66;57;90;50;80;95;1500;23400;21.00;8;1760;8;55;64;1430;2060;Angers_30;disc01_30
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;13;67;3;ns;ns;ns;ns;ns;ns;21.00;8;1760;ns;ns;ns;1430;2060;Angers_30;disc02_30
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;76;74;21;87;25;48;85;1380;21500;21.00;8;1760;7;71;65;1430;2060;Angers_18;disc03_18
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;106;62;28;96;54;87;98;1520;23700;21.00;8;1760;6;49;63;1430;2060;Angers_30;disc04_30
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;22;63;5;ns;ns;ns;ns;ns;ns;21.00;8;1760;ns;ns;ns;1430;2060;Angers_30;disc05_30
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;4;85;1;ns;ns;ns;ns;ns;ns;21.00;8;1760;ns;ns;ns;1430;2060;Angers_18;disc08_18
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;146;78;33;94;82;78;98;1580;24700;21.00;8;1760;13;50;32;1430;2060;Angers_30;disc12_30
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;109;53;39;95;41;70;94;1520;23700;26.00;9.4;1800;5;35;69;1430;2130;Reims - Champagne Ardenne_18;disc01_18
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;2;42;1;ns;ns;ns;ns;ns;ns;26.00;9.4;1800;ns;ns;ns;1430;2130;Reims - Champagne Ardenne_18;disc02_18
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;22;54;8;ns;ns;ns;ns;ns;ns;26.00;9.4;1800;ns;ns;ns;1430;2130;Reims - Champagne Ardenne_18;disc03_18
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;83;54;30;96;37;80;97;1760;27400;26.00;9.4;1800;9;35;71;1430;2130;Reims - Champagne Ardenne_30;disc04_30
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;83;54;30;95;36;68;95;1540;24100;26.00;9.4;1800;4;35;71;1430;2130;Reims - Champagne Ardenne_18;disc04_18
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;5;50;2;ns;ns;ns;ns;ns;ns;26.00;9.4;1800;ns;ns;ns;1430;2130;Reims - Champagne Ardenne_30;disc06_30
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;17;71;5;ns;ns;ns;ns;ns;ns;26.00;9.4;1800;ns;ns;ns;1430;2130;Reims - Champagne Ardenne_30;disc11_30
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;142;60;45;91;74;63;93;1500;23400;26.00;9.4;1800;8;44;30;1430;2130;Reims - Champagne Ardenne_18;disc12_18
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;33;66;10;91;77;47;93;ns;ns;26.00;9.4;1800;6;33;61;1430;2130;Reims - Champagne Ardenne_18;disc13_18
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;63;55;21;90;72;60;93;1500;23400;26.00;9.4;1800;3;50;27;1430;2130;Reims - Champagne Ardenne_18;disc15_18
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;41;64;13;90;79;78;97;ns;ns;26.00;9.4;1800;14;43;7;1430;2130;Reims - Champagne Ardenne_18;disc16_18
2013;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;73;53;30;97;42;79;97;1430;22300;21.00;9.6;1820;2;39;61;1490;2160;Orléans_30;disc01_30
2013;LICENCE PRO;0751719L;Paris 3 - Sorbonne Nouvelle;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;1;100;;ns;ns;ns;ns;ns;ns;0.00;8.8;2070;ns;ns;ns;1630;2580;Paris 3 - Sorbonne Nouvelle_30;disc05_30
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;64;57;47;98;62;84;98;1800;28100;10.00;8.8;2070;15;16;56;1630;2580;Paris René Descartes_18;disc01_18
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;2;60;1;ns;ns;ns;ns;ns;ns;10.00;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_18;disc02_18
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;21;64;13;ns;ns;ns;ns;ns;ns;10.00;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_30;disc10_30
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;6;71;4;ns;ns;ns;ns;ns;ns;10.00;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_18;disc11_18
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;47;71;28;98;100;69;100;1500;23400;10.00;8.8;2070;22;19;ns;1630;2580;Paris René Descartes_30;disc12_30
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;3;17;2;ns;ns;ns;ns;ns;ns;10.00;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_30;disc16_30
2013;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;43;76;41;82;78;72;92;1550;24200;4.00;8.8;2070;5;40;59;1630;2580;Paris Pierre et Marie Curie_18;disc13_18
2013;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;43;76;41;93;78;75;95;1560;24300;4.00;8.8;2070;4;40;59;1630;2580;Paris Pierre et Marie Curie_30;disc13_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;40;68;18;98;32;90;95;1540;24000;22.00;10.2;1840;2;23;75;1500;2190;Rouen_30;disc02_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;8;63;4;ns;ns;ns;ns;ns;ns;22.00;10.2;1840;ns;ns;ns;1500;2190;Rouen_30;disc03_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;57;75;26;88;45;65;98;1470;23000;22.00;10.2;1840;10;23;51;1500;2190;Rouen_18;disc04_18
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;15;83;7;ns;ns;ns;ns;ns;ns;22.00;10.2;1840;ns;ns;ns;1500;2190;Rouen_30;disc05_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;98;77;42;88;90;59;97;1520;23700;22.00;10.2;1840;7;39;41;1500;2190;Rouen_18;disc12_18
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;14;70;6;ns;ns;ns;ns;ns;ns;22.00;10.2;1840;ns;ns;ns;1500;2190;Rouen_30;disc13_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;17;75;7;ns;ns;ns;ns;ns;ns;22.00;10.2;1840;ns;ns;ns;1500;2190;Rouen_30;disc16_30
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);11;44;10;ns;ns;ns;ns;ns;ns;28.00;10.2;1840;ns;ns;ns;1500;2190;Le Havre_18;disc03_18
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);4;44;4;ns;ns;ns;ns;ns;ns;28.00;10.2;1840;ns;ns;ns;1500;2190;Le Havre_30;disc10_30
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);14;60;11;ns;ns;ns;ns;ns;ns;28.00;10.2;1840;ns;ns;ns;1500;2190;Le Havre_18;disc13_18
2013;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;66;55;32;84;58;77;95;1530;23900;11.00;8.8;2070;10;18;72;1630;2580;Cergy-Pontoise_18;disc01_18
2013;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;9;100;2;ns;ns;ns;ns;ns;ns;11.00;8.8;2070;ns;ns;ns;1630;2580;Cergy-Pontoise_18;disc06_18
2013;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;18;58;8;ns;ns;ns;ns;ns;ns;11.00;8.8;2070;ns;ns;ns;1630;2580;Cergy-Pontoise_30;disc10_30
2013;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;105;54;52;94;91;87;100;1900;29600;11.00;8.8;2070;4;35;27;1630;2580;Cergy-Pontoise_18;disc12_18
2013;LICENCE PRO;9710585J;Antilles et Guyane;A32;Guadeloupe;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;5;100;11;ns;ns;ns;ns;ns;ns;60.00;nd;.;ns;ns;ns;.;.;Antilles et Guyane_18;disc17_18
2013;LICENCE PRO;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;13;31;ns;ns;ns;ns;ns;ns;ns;0.00;nd;.;ns;ns;ns;.;.;La Réunion_30;disc01_30
2013;LICENCE PRO;9740478B;La Réunion;A28;La Réunion;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;5;25;ns;ns;ns;ns;ns;ns;ns;0.00;nd;.;ns;ns;ns;.;.;La Réunion_18;disc07_18
2013;LICENCE PRO;0751719L;Paris 3 - Sorbonne Nouvelle;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;1;100;;ns;ns;ns;ns;ns;ns;0.00;8.8;2070;ns;ns;ns;1630;2580;Paris 3 - Sorbonne Nouvelle_30;disc01_30
2013;LICENCE PRO;0751719L;Paris 3 - Sorbonne Nouvelle;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;1;60;;ns;ns;ns;ns;ns;ns;0.00;8.8;2070;ns;ns;ns;1630;2580;Paris 3 - Sorbonne Nouvelle_18;disc06_18
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);4;50;4;ns;ns;ns;ns;ns;ns;28.00;10.2;1840;ns;ns;ns;1500;2190;Le Havre_18;disc02_18
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);10;44;9;ns;ns;ns;ns;ns;ns;28.00;10.2;1840;ns;ns;ns;1500;2190;Le Havre_18;disc11_18
2013;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;131;69;28;93;52;89;95;1700;26500;6.00;8.8;2070;12;21;71;1630;2580;Paris-Est Marne-la-Vallée_30;disc03_30
2013;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;9;92;2;ns;ns;ns;ns;ns;ns;6.00;8.8;2070;ns;ns;ns;1630;2580;Paris-Est Marne-la-Vallée_18;disc16_18
2013;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;11;76;2;ns;ns;ns;ns;ns;ns;6.00;8.8;2070;ns;ns;ns;1630;2580;Paris-Est Marne-la-Vallée_30;disc17_30
2013;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;32;56;17;85;ns;ns;ns;ns;ns;4.00;8.8;2070;ns;ns;34;1630;2580;Versailles Saint-Quentin-en-Yvelines_18;disc07_18
2013;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;32;56;17;85;ns;ns;ns;ns;ns;4.00;8.8;2070;ns;ns;34;1630;2580;Versailles Saint-Quentin-en-Yvelines_18;disc11_18
2013;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;3;43;2;ns;ns;ns;ns;ns;ns;4.00;8.8;2070;ns;ns;ns;1630;2580;Versailles Saint-Quentin-en-Yvelines_30;disc13_30
2013;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;28;55;15;ns;ns;ns;ns;ns;ns;4.00;8.8;2070;ns;ns;ns;1630;2580;Versailles Saint-Quentin-en-Yvelines_30;disc14_30
2013;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;32;58;19;94;97;83;100;ns;ns;4.00;8.8;2070;13;16;10;1630;2580;Versailles Saint-Quentin-en-Yvelines_18;disc15_18
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;80;54;46;88;29;68;97;1340;20900;34.00;12.4;1830;5;38;58;1480;2160;Amiens - Picardie Jules-Verne_18;disc01_18
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;28;55;16;ns;ns;ns;ns;ns;ns;34.00;12.4;1830;ns;ns;ns;1480;2160;Amiens - Picardie Jules-Verne_18;disc03_18
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;8;60;5;ns;ns;ns;ns;ns;ns;34.00;12.4;1830;ns;ns;ns;1480;2160;Amiens - Picardie Jules-Verne_18;disc10_18
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;8;60;5;ns;ns;ns;ns;ns;ns;34.00;12.4;1830;ns;ns;ns;1480;2160;Amiens - Picardie Jules-Verne_30;disc10_30
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;6;78;3;ns;ns;ns;ns;ns;ns;34.00;12.4;1830;ns;ns;ns;1480;2160;Amiens - Picardie Jules-Verne_30;disc13_30
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;43;55;24;81;77;66;100;1520;23700;34.00;12.4;1830;11;38;9;1480;2160;Amiens - Picardie Jules-Verne_18;disc16_18
2013;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;28;84;21;ns;ns;ns;ns;ns;ns;30.00;11.9;1820;ns;ns;ns;1460;2150;Institut national universitaire Jean-François Champollion_18;disc01_18
2013;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;16;81;12;ns;ns;ns;ns;ns;ns;30.00;11.9;1820;ns;ns;ns;1460;2150;Institut national universitaire Jean-François Champollion_18;disc04_18
2013;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;5;62;5;ns;ns;ns;ns;ns;ns;30.00;11.9;1820;ns;ns;ns;1460;2150;Institut national universitaire Jean-François Champollion_18;disc10_18
2013;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;5;75;4;ns;ns;ns;ns;ns;ns;30.00;11.9;1820;ns;ns;ns;1460;2150;Institut national universitaire Jean-François Champollion_18;disc17_18
2013;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;32;81;20;78;ns;ns;ns;ns;ns;31.00;11.4;1840;ns;ns;18;1430;2210;Toulon - Sud Toulon Var_30;disc07_30
2013;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;15;89;8;ns;ns;ns;ns;ns;ns;31.00;11.4;1840;ns;ns;ns;1430;2210;Toulon - Sud Toulon Var_18;disc15_18
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;16;44;41;ns;ns;ns;ns;ns;ns;17.00;11.4;1840;ns;ns;ns;1430;2210;Avignon_30;disc03_30
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;2;58;4;ns;ns;ns;ns;ns;ns;17.00;11.4;1840;ns;ns;ns;1430;2210;Avignon_30;disc07_30
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;8;53;15;ns;ns;ns;ns;ns;ns;17.00;11.4;1840;ns;ns;ns;1430;2210;Avignon_18;disc13_18
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;17;67;33;ns;ns;ns;ns;ns;ns;17.00;11.4;1840;ns;ns;ns;1430;2210;Avignon_18;disc15_18
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;47;66;18;94;43;64;95;1510;23500;32.00;9.6;1730;4;28;63;1390;2040;Poitiers_18;disc04_18
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;10;69;4;ns;ns;ns;ns;ns;ns;32.00;9.6;1730;ns;ns;ns;1390;2040;Poitiers_18;disc05_18
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;26;57;12;ns;ns;ns;ns;ns;ns;32.00;9.6;1730;ns;ns;ns;1390;2040;Poitiers_30;disc07_30
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;7;57;3;ns;ns;ns;ns;ns;ns;32.00;9.6;1730;ns;ns;ns;1390;2040;Poitiers_30;disc09_30
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;146;67;58;85;82;57;95;1490;23300;32.00;9.6;1730;12;57;22;1390;2040;Poitiers_18;disc12_18
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;146;67;58;91;83;72;93;1600;25000;32.00;9.6;1730;12;57;22;1390;2040;Poitiers_30;disc12_30
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;21;60;9;ns;ns;ns;ns;ns;ns;32.00;9.6;1730;ns;ns;ns;1390;2040;Poitiers_18;disc17_18
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;18;63;6;ns;ns;ns;ns;ns;ns;18.00;9.6;1760;ns;ns;ns;1430;2010;Limoges_30;disc07_30
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;9;86;3;ns;ns;ns;ns;ns;ns;18.00;9.6;1760;ns;ns;ns;1430;2010;Limoges_18;disc11_18
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;52;68;14;85;89;46;95;1400;21800;18.00;9.6;1760;6;65;54;1430;2010;Limoges_18;disc13_18
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;52;68;14;96;92;68;98;1380;21500;18.00;9.6;1760;6;65;54;1430;2010;Limoges_30;disc13_30
2013;LICENCE PRO;0911101C;Paris 11 - Paris Sud;A25;Versailles;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;11;79;4;ns;ns;ns;ns;ns;ns;8.00;8.8;2070;ns;ns;ns;1630;2580;Paris 11 - Paris Sud_30;disc07_30
2013;LICENCE PRO;0911101C;Paris 11 - Paris Sud;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;11;79;4;ns;ns;ns;ns;ns;ns;8.00;8.8;2070;ns;ns;ns;1630;2580;Paris 11 - Paris Sud_30;disc11_30
2013;LICENCE PRO;0911101C;Paris 11 - Paris Sud;A25;Versailles;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;26;50;12;ns;ns;ns;ns;ns;ns;8.00;8.8;2070;ns;ns;ns;1630;2580;Paris 11 - Paris Sud_18;disc17_18
2013;LICENCE PRO;0911101C;Paris 11 - Paris Sud;A25;Versailles;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;26;50;12;ns;ns;ns;ns;ns;ns;8.00;8.8;2070;ns;ns;ns;1630;2580;Paris 11 - Paris Sud_30;disc17_30
2013;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;26;76;12;ns;ns;ns;ns;ns;ns;5.00;8.8;2070;ns;ns;ns;1630;2580;Evry Val-d'Essonne_30;disc03_30
2013;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;54;77;22;91;82;80;100;1820;28300;5.00;8.8;2070;22;10;21;1630;2580;Evry Val-d'Essonne_30;disc12_30
